BP2014_2021-3/3.3.1.5/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.5;Opmaken en uitvoeren van RUP kerkhoven/containerparken/scholen;0610-00;2140000;Plannen en studies;IE6;Plannen en studies;;;0;15000;;;;;;15000;;;;;;;
BP2014_2021-3/3.3.1.6/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.6;Opmaken en uitvoeren van RUP voetbalterreinen Bierbeek/Lovenjoel;0610-00;2140000;Plannen en studies;IE6;RUP voetbal Lovenjoel en Bierbeek;;;0;45000;;;;;;45000;;;;;;;
BP2014_2021-3/3.3.1.7/0530-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.7;Participeren in de ruilverkaveling Willebringen;0530-00;2240007;Wegen - Activa in aanbouw;IE6;Deelname Ruilverkaveling Willebringen;;51408;51408;85680;85680;85680;27662.400000000001;;;387518.4;;;;;;
BP2014_2021-3/3.3.1.8/0680-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.8;Inrichten en aanleggen van het binnengebied in Opvelp;0680-00;2140007;Plannen en studies - Activa in aanbouw;IE6;Overdracht krediet van 2015 naar 2016;;;5611.9800000000005;;;;;;;5611.9800000000005;;;;;;
BP2014_2021-3/3.3.1.8/0680-00/2200400/BESTUUR/CBS/IE6/U;3.3.1.8;Inrichten en aanleggen van het binnengebied in Opvelp;0680-00;2200400;Onbebouwde terreinen - parken & tuinen - gemeenschapsgoederen;IE6;Onbebouwde terreinen - parken & tuinen - gemeenschapsgoederen;82187.92;29388.6;6070;93930;;;;;;211576.52;;;;;;
BP2014_2021-3/3.3.1.9/0119-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.9;Herinrichten van de bovenparking van de Borre;0119-00;2240007;Wegen - Activa in aanbouw;IE6;Wegen - Activa in aanbouw;;;0;200000;;;;;;200000;;;;;;
BP2014_2021-3/3.3.1.9/0200-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.9;Herinrichten van de bovenparking van de Borre;0200-00;2140007;Plannen en studies - Activa in aanbouw;IE6;Overdracht krediet van 2015 naar 2016;;;0;20000;;;;;;20000;;;;;;
BP2014_2021-3/3.3.2.5/0340-00/6640000/BESTUUR/CBS/IE6/U;3.3.2.5;Verwerven van gronden in het kader van natuurbehoud;0340-00;6640000;Toegestane investeringssubsidies;IE6;Aankoop bosgronden en milieureservaten;;;0;5000;5000;;5000;;;15000;;;;;;
BP2014_2021-3/3.3.2.7/0329-00/2300000/BESTUUR/CBS/IE6/U;3.3.2.7;Optimaliseren van het handhavingsbeleid en de klachtenbehandeling inzake leefmilieu;0329-00;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;Overdracht krediet van 2015 naar 2016;;;5000;;;;;;;5000;;;;;;
BP2014_2021-3/3.3.3.1/0750-00/2200500/BESTUUR/CBS/IE6/U;3.3.3.1;Aanleggen en onderhouden van gemeentelijke speelterreinen;0750-00;2200500;Onbebouwde terreinen - sport- en speelpleinen - gemeenschapsgoederen;IE6;Onbebouwde terreinen - sport- en speelpleinen - gemeenschapsgoederen;;;0;;;;;;;0;;;;;;
BP2014_2021-3/3.3.3.1/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.1;Aanleggen en onderhouden van gemeentelijke speelterreinen;0750-00;2400000;Meubilair - gemeenschapsgoederen;IE6;aanleg  speelpleinen;;;0;27000;10000;;10000;;;47000;;;;;;
BP2014_2021-3/3.3.3.2/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.2;Aankopen van speeltoestellen;0750-00;2400000;Meubilair - gemeenschapsgoederen;IE6;aankoop van speeltoestellen (inrichting speelpleinen);2928.2;7980.85;0;16000;;10000;;10000;;46909.05;;;;;;
BP2014_2021-3/3.3.4.1/0310-00/2140007/BESTUUR/CBS/IE6/U;3.3.4.1;Aanleggen en verbeteren van rioleringen;0310-00;2140007;Plannen en studies - Activa in aanbouw;IE6;Heraanleg Groenstr,Herpendalstr en Dreefstraat (incl. riolering) studiekosten;;;68839.89;10800;38000;27900;;;;145539.89000000001;;;;;;
BP2014_2021-3/3.3.4.1/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.1;Aanleggen en verbeteren van rioleringen;0310-00;2280007;Riolering - Activa in aanbouw;IE6;Overdracht krediet van 2015 naar 2016;;;150000;245032;950000;305000;;;;1650032;;;;;;
BP2014_2021-3/3.3.4.2/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.2;Aanleggen van waterbufferbekkens in het kader van erosie;0341-00;2203000;Terreinen van waterlopen - gemeenschapsgoederen;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;;0;50500;;;;;;50500;;;;;;
BP2014_2021-3/3.3.4.3/0341-00/2140000/BESTUUR/CBS/IE6/U;3.3.4.3;Nemen van andere maatregelen in het kader van erosiebestrijding;0341-00;2140000;Plannen en studies;IE6;Plannen en studies;;;0;7440;;;;;;7440;;;;;;
BP2014_2021-3/3.3.4.3/0341-00/2200100/BESTUUR/CBS/IE6/U;3.3.4.3;Nemen van andere maatregelen in het kader van erosiebestrijding;0341-00;2200100;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;;;0;7500;;;;;;7500;;;;7366.52;3152.05;88795.95
BP2014_2021-3/3.3.4.3/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.3;Nemen van andere maatregelen in het kader van erosiebestrijding;0341-00;2203000;Terreinen van waterlopen - gemeenschapsgoederen;IE6;Erosiebestrijding;;;0;142000;93000;;;;;235000;;;;;;
BP2014_2021-3/3.3.4.4/0319-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.4;Voeren van een milieuvriendelijk waterlopenbeheer;0319-00;2203000;Terreinen van waterlopen - gemeenschapsgoederen;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;;0;10000;;;;;;10000
BP2014_2021-3/3.3.4.5/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.5;Bouwen en onderhouden van installaties voor individuele afvalwaterzuivering;0310-00;2280007;Riolering - Activa in aanbouw;IE6;Aankoop IBA's;5596.16;13134.89;31665.11;20000;20000;20000;20000;20000;;150396.16
BP2014_2021-3/3.4.1.1/0119-00/2210107/BESTUUR/CBS/IE6/U;3.4.1.1;Vervullen van een voorbeeldrol op vlak van energiebesparing;0119-00;2210107;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;IE6;Overdracht krediet van 2015 naar 2016;;134200.81;0;;;;;;;134200.81
BP2014_2021-3/3.4.3.1/0309-00/2220007/BESTUUR/CBS/IE6/U;3.4.3.1;Optimaliseren van het gemeentelijk containerpark en de groencompostering in eigen beheer;0309-00;2220007;Bebouwde terreinen - gemeenschapsgoederen - Activa in aanbouw;IE6;Overdracht krediet van 2015 naar 2016;;;40300;;;;;;;40300
BP2014_2021-3/3.4.3.1/0309-00/2350000/BESTUUR/CBS/IE6/U;3.4.3.1;Optimaliseren van het gemeentelijk containerpark en de groencompostering in eigen beheer;0309-00;2350000;Installaties, machines en uitrusting - bedrijfsmatige MVA;IE6;;19056.29;;;;;;;;;19056.29
BP2014_2021-3/3.4.3.3/0200-00/2300000/BESTUUR/CBS/IE6/U;3.4.3.3;Reduceren van bestrijdingsmiddelen;0200-00;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;;26317.5;;;;;;;;;26317.5
BP2014_2021-3/3.5.1.2/0610-00/2140000/BESTUUR/CBS/IE4/U;3.5.1.2;Opmaken en uitvoeren van een RUP herstructurering oude melkerij Bierbeek;0610-00;2140000;Plannen en studies;IE4;Plannen en studies;;;0;15000;;;;;;15000
BP2014_2021-3/4.1.2.1/0119-00/2210107/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0119-00;2210107;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;IE5;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;;;0;;;;;;;0
BP2014_2021-3/4.1.2.1/0701-00/2400000/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0701-00;2400000;Meubilair - gemeenschapsgoederen;IE5;theatertechnische investeringen;4714.99;0;10285.01;7500;5000;2000;5000;5000;;39500
BP2014_2021-3/4.1.2.1/0701-00/2420000/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0701-00;2420000;Kantooruitrusting - gemeenschapsgoederen;IE5;;;3215.14;;;;;;;;3215.14
BP2014_2021-3/4.1.2.1/0709-00/2210500/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE5;electriciteit/verwarmingsketel buurthuis Korbeek-Lo;;;0;61000;;;;;;61000
BP2014_2021-3/4.1.2.1/0709-00/2300000/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE5;aankopen De Velpe & Buurthuis;;;4300;1600;3000;1900;2000;2000;;14800
BP2014_2021-3/4.1.2.1/0709-00/2420000/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;2420000;Kantooruitrusting - gemeenschapsgoederen;IE5;Overdracht krediet van 2015 naar 2016;;6433.7;0;;;;;;;6433.7
BP2014_2021-3/4.1.2.1/0740-00/2400000/BESTUUR/CBS/IE5/U;4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0740-00;2400000;Meubilair - gemeenschapsgoederen;IE5;aankoop afspuitstand MTB;;;0;13000;;0;;;;13000
BP2014_2021-3/4.1.2.2/0701-00/2140007/BESTUUR/CBS/IE5/U;4.1.2.2;Verhogen van het zit- en kijkcomfort in de theaterzaal;0701-00;2140007;Plannen en studies - Activa in aanbouw;IE5;cultuur  Verhogen van kijk-en zitcomfort (studiekosten);;;13627.5;53372.5;;;;;;67000
BP2014_2021-3/4.1.2.2/0701-00/2210500/BESTUUR/CBS/IE5/U;4.1.2.2;Verhogen van het zit- en kijkcomfort in de theaterzaal;0701-00;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE5;cultuur  Verhogen van kijk-en zitcomfort;;;;670000;;;;;;670000
BP2014_2021-3/4.1.2.3/0709-00/6640000/BESTUUR/CBS/IE5/U;4.1.2.3;Voorzien van een toelage voor niet-gemeentelijke culturele infrastructuur;0709-00;6640000;Toegestane investeringssubsidies;IE5;Toegestane investeringssubsidies;38000;;0;45000;;;;;;83000;;;;;;;;
BP2014_2021-3/4.2.1.4/0701-00/6640000/BESTUUR/CBS/IE6/U;4.2.1.4;Voorzien van een subsidie van de socio-culturele verenigingen;0701-00;6640000;Toegestane investeringssubsidies;IE6;;;2000;;;;;;;;2000;;;;;;;;
BP2014_2021-3/4.2.1.6/0750-00/6640000/BESTUUR/CBS/IE6/U;4.2.1.6;Onderhouden en werken aan het patrimonium voor jeugdwerkinitiatieven;0750-00;6640000;Toegestane investeringssubsidies;IE6;Toegestane investeringssubsidies;44538.55;119654.94;0;35806.51;;;;;;200000;;;;;;;;
BP2014_2021-3/4.2.2.1/0701-00/2400000/BESTUUR/CBS/IE6/U;4.2.2.1;Uitbouwen van een integrale gemeentelijke uitleendienst;0701-00;2400000;Meubilair - gemeenschapsgoederen;IE6;aankopen materiaal uitleendienst;3036.72;;1000;;2000;;2000;;;8036.7199999999993;;;;;;;;
BP2014_2021-3/4.3.1.2/0729-00/2250000/BESTUUR/CBS/IE6/U;4.3.1.2;Plaatsen en onderhouden van informatieborden bij monumenten;0729-00;2250000;Overige infrastructuur betreffende de wegen;IE6;Overige infrastructuur betreffende de wegen;;;0;3000;;;;;;3000;;;;;;;;
BP2014_2021-3/4.3.3.1/0720-03/2140000/BESTUUR/CBS/IE6/U;4.3.3.1;Restaureren en renoveren van de pastorie van Bierbeek;0720-03;2140000;Plannen en studies;IE6;studiekosten pastorie Bierbeek;;3993;0;41006.53;;;;;;44999.53;;;;;;;;
BP2014_2021-3/4.3.3.2/0720-03/2140000/BESTUUR/CBS/IE6/U;4.3.3.2;Vernieuwen van het dak van de Sint-Hilariuskerk;0720-03;2140000;Plannen en studies;IE6;Plannen en studies Sint Hilariuskerk gevel;16118.77;;0;3839;23034;3839;;;;46830.770000000004;;;;;;;;
BP2014_2021-3/4.3.3.2/0720-03/2210700/BESTUUR/CBS/IE6/U;4.3.3.2;Vernieuwen van het dak van de Sint-Hilariuskerk;0720-03;2210700;Gebouwen - erediensten - gemeenschapsgoederen;IE6;restauratie Sint-hilariuskerk dak;;;;0;698021;;;;;698021;;;;;;;;
BP2014_2021-3/4.3.3.4/0720-01/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-01;6640000;Toegestane investeringssubsidies;IE6;Toegestane investeringssubsidies;2377.65;9999.9500000000007;20000;10000;20000;0;10000;10000;;82377.600000000006;;;;;;;;
BP2014_2021-3/4.3.3.4/0720-02/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-02;6640000;Toegestane investeringssubsidies;IE6;Toegestane investeringssubsidies;;;41841.119999999981;38036.740000000005;126180.71;7622.9400000000005;22868.83;10000;;246550.34000000003;;;;;0;0;0;0
BP2014_2021-3/4.3.3.4/0720-03/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-03;6640000;Toegestane investeringssubsidies;IE6;Toegestane investeringssubsidies;5000;15000;10000;10000;10000;10000;10000;10000;;80000;;;;;;;;
BP2014_2021-3/4.3.3.4/0720-04/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-04;6640000;Toegestane investeringssubsidies;IE6;Overdracht krediet van 2015 naar 2016;4000.43;36305.72;19209.12;0;;3500;10000;10000;;83015.27;;;;;;;;
BP2014_2021-3/5.1.1.3/0800-02/2410000/BESTUUR/CBS/IE6/U;5.1.1.3;Stapsgewijs uitbreiden van het aanbod aan smartboards in de klassen;0800-02;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;Overdracht krediet van 2015 naar 2016;;11289.14;0;13000;13000;;;14000;;51289.14;;;;;;;;
BP2014_2021-3/5.1.3.2/0800-01/2140007/BESTUUR/CBS/IE6/U;5.1.3.2;Inrichten van een mogelijke alternatieve locatie voor de kleutervestiging Centrum;0800-01;2140007;Plannen en studies - Activa in aanbouw;IE6;Plannen en studies - Activa in aanbouw;;;0;0;0;;;;;0;;;;;;;;
BP2014_2021-3/5.1.3.2/0800-01/2210200/BESTUUR/CBS/IE6/U;5.1.3.2;Inrichten van een mogelijke alternatieve locatie voor de kleutervestiging Centrum;0800-01;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;;;0;405000;0;;;;;405000;;;;;;404666.65;-72;
BP2014_2021-3/5.1.3.3/0800-02/2210200/BESTUUR/CBS/IE6/U;5.1.3.3;Voorzien van extra sanitair in de schoolgebouwen;0800-02;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;Extra sanitair;;;0;;;;50000;;;50000;;;;;;;;
BP2014_2021-3/5.1.3.4/0800-00/2140000/BESTUUR/CBS/IE6/U;5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-00;2140000;Plannen en studies;IE6;Plannen en studies;;;;;;0;;;;0;;;;;
BP2014_2021-3/5.1.3.4/0800-01/2210200/BESTUUR/CBS/IE6/U;5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-01;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;;19053.080000000002;;;;;;;;;19053.080000000002;;;;;
BP2014_2021-3/5.1.3.4/0800-02/2210200/BESTUUR/CBS/IE6/U;5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-02;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;13931.96;;125000;;;0;;;;138931.96;;;;;
BP2014_2021-3/5.1.3.5/0800-02/2400000/BESTUUR/CBS/IE6/U;5.1.3.5;Herinrichten en/of uitbreiden en onderhouden van de speelterreinen;0800-02;2400000;Meubilair - gemeenschapsgoederen;IE6;aankoop van speeltoestellen (school);;;7500;;7500;;7500;;;22500;;;;;
BP2014_2021-3/5.1.3.6/0800-01/2400000/BESTUUR/CBS/IE6/U;5.1.3.6;Vervangen van het klas- en reftermeubilair (kleutervestiging Lovenjoel, refter hoofdschool);0800-01;2400000;Meubilair - gemeenschapsgoederen;IE6;Meubilair - gemeenschapsgoederen;;;0;7500;;;;;;7500;;;;;
BP2014_2021-3/5.1.3.6/0800-02/2400000/BESTUUR/CBS/IE6/U;5.1.3.6;Vervangen van het klas- en reftermeubilair (kleutervestiging Lovenjoel, refter hoofdschool);0800-02;2400000;Meubilair - gemeenschapsgoederen;IE6;Meubilair - gemeenschapsgoederen;;;0;21800;;;;;;21800;;;;;
BP2014_2021-3/6.1.1.1/0410-00/6640000/BESTUUR/CBS/IE6/U;6.1.1.1;Voorzien van een bijdrage voor de brandweerzone;0410-00;6640000;Toegestane investeringssubsidies;IE6;Toegestane investeringssubsidies;;50023.63;68823.070000000007;73314.94;77798.559999999998;82282.17;87219.100200000001;92452.246211999998;;531913.71641200001;;;;;
BP2014_2021-3/6.1.2.4/0490-00/2410000/BESTUUR/CBS/IE6/U;6.1.2.4;Voorbereiden van verschillende locaties als mogelijk crisiscentrum;0490-00;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;uitwerking en implementatie DRP tss OCMW en GH;;;41282.44;;;;;;;41282.44;;;;;
